MEREK,BRAND,TIPE HOSE,Working Pressure Bar,Working Pressure Psi,Hose O.D. (mm),Hose O.D. (in),Hose I.D. (mm),Hose I.D. (in),Temperature Range (°C),Bend Radius (mm),tipe kawat,Standard,Inch,DN,Min Burst Pressure bar,Min Bar Pressure psi,Type Bend
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,R1-20,320.0,4641.0,36.0,1.417,29.3,1.154,-30 to 125,274.0,1 Wire Braid,ISO 18752 A/D,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,R1-32,250.0,3626.0,51.6,2.031,44.9,1.768,-30 to 120,219.7,4S - 4 Wire Spiral,SAE 100 R13,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,R2-24,450.0,6527.0,45.1,1.776,39,1.535,-40 to 150,242.5,1 Wire Braid,SAE 100 R12,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,R2-24,275.0,3989.0,41.3,1.626,35.7,1.406,-50 to 100,163.8,4S - 4 Wire Spiral,ISO 18752 A/D,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,R2-6,450.0,6527.0,18.0,0.709,8.9,0.35,-50 to 125,215.4,4S - 4 Wire Spiral,EN 853 2SN,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,R2-6,215.0,3118.0,18.3,0.72,9.1,0.358,-30 to 150,209.6,1 Wire Braid,SAE 100 R12,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,XT-10,215.0,3118.0,22.8,0.898,16.7,0.657,-40 to 120,93.9,4S - 4 Wire Spiral,SAE 100 R15,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,XT-12,200.0,2901.0,29.7,1.169,19.8,0.78,-30 to 100,122.5,4S - 4 Wire Spiral,SAE 100 R15,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,XT-16,160.0,2321.0,34.4,1.354,27.1,1.067,-50 to 100,278.4,2 Wire Braid,SAE 100 R12,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,XT-16,320.0,4641.0,32.4,1.276,22.5,0.886,-30 to 100,131.0,4S - 4 Wire Spiral,EN 856 4SP,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,XT-32,225.0,3263.0,60.9,2.398,51.7,2.035,-50 to 125,139.0,6S - 6 Wire Spiral,EN 856 4SH,,,,,
GOODYEARS,THE GOODTEAR TIRE & RUBBER CO.,XT-8,380.0,5511.0,22.0,0.866,12.3,0.484,-50 to 125,221.6,4S - 4 Wire Spiral,SAE 100 R2,,,,,
HANSA-FLEX,HANSA-FLEX,1SN-12,215.0,3118.0,25.7,1.012,19.8,0.78,-30 to 120,149.2,4S - 4 Wire Spiral,ISO 18752 A/D,,,,,
HANSA-FLEX,HANSA-FLEX,1SN-24,420.0,6092.0,44.0,1.732,37.9,1.492,-30 to 100,183.1,1 Wire Braid,SAE 100 R15,,,,,
HANSA-FLEX,HANSA-FLEX,2SN-12,225.0,3263.0,27.3,1.075,18.3,0.72,-30 to 100,227.3,1 Wire Braid,EN 856 4SP,,,,,
HANSA-FLEX,HANSA-FLEX,2SN-12,350.0,5076.0,28.5,1.122,18.7,0.736,-30 to 150,291.8,1 Wire Braid,EN 856 4SP,,,,,
HANSA-FLEX,HANSA-FLEX,2SN-32,180.0,2611.0,52.6,2.071,47.9,1.886,-40 to 120,118.9,1 Wire Braid,SAE 100 R12,,,,,
HANSA-FLEX,HANSA-FLEX,2SN-6,420.0,6092.0,13.9,0.547,9.7,0.382,-30 to 125,139.5,4S - 4 Wire Spiral,ISO 18752 A/D,,,,,
HANSA-FLEX,HANSA-FLEX,2SN-6,215.0,3118.0,14.0,0.551,9.9,0.39,-40 to 120,293.3,4S - 4 Wire Spiral,EN 853 1SN,,,,,
HANSA-FLEX,HANSA-FLEX,2SN-6,350.0,5076.0,13.8,0.543,8.5,0.335,-50 to 120,174.0,1 Wire Braid,ISO 18752 A/D,,,,,
HANSA-FLEX,HANSA-FLEX,4SH-12,450.0,6527.0,22.4,0.882,17.2,0.677,-30 to 100,130.4,2 Wire Braid,EN 853 1SN,,,,,
HANSA-FLEX,HANSA-FLEX,4SH-20,300.0,4351.0,39.1,1.539,32.2,1.268,-50 to 150,222.5,2 Wire Braid,EN 853 2SN,,,,,
HANSA-FLEX,HANSA-FLEX,4SH-8,500.0,7252.0,22.8,0.898,13.6,0.535,-30 to 120,209.4,6S - 6 Wire Spiral,SAE 100 R2,,,,,
HANSA-FLEX,HANSA-FLEX,4SP-12,180.0,2611.0,27.5,1.083,19.3,0.76,-40°C to 100°C,218.2,6S - 6 Wire Spiral,SAE 100 R1,,,,,
HANSA-FLEX,HANSA-FLEX,4SP-16,225.0,3263.0,30.3,1.193,25.5,1.004,-50 to 150,235.7,1 Wire Braid,EN 853 1SN,,,,,
HANSA-FLEX,HANSA-FLEX,4SP-20,300.0,4351.0,33.8,1.331,28.2,1.11,-50 to 100,115.7,6S - 6 Wire Spiral,SAE 100 R12,,,,,
HANSA-FLEX,HANSA-FLEX,4SP-4,160.0,2321.0,12.4,0.488,6.3,0.248,-40 to 150,296.1,1 Wire Braid,SAE 100 R15,,,,,
HANSA-FLEX,HANSA-FLEX,GH-10,320.0,4641.0,19.8,0.78,15.3,0.602,-50 to 150,139.6,4S - 4 Wire Spiral,EN 856 4SP,,,,,
HANSA-FLEX,HANSA-FLEX,GH-12,160.0,2321.0,24.2,0.953,20,0.787,-40°C to 125°C,185.6,4S - 4 Wire Spiral,SAE 100 R2,,,,,
HANSA-FLEX,HANSA-FLEX,GH-16,180.0,2611.0,33.7,1.327,25.6,1.008,-40 to 120,230.2,1 Wire Braid,SAE 100 R12,,,,,
HANSA-FLEX,HANSA-FLEX,GH-16,225.0,3263.0,27.9,1.098,22.7,0.894,-50 to 150,198.0,1 Wire Braid,SAE 100 R13,,,,,
HANSA-FLEX,HANSA-FLEX,GH-24,180.0,2611.0,49.5,1.949,40.5,1.594,-50 to 125,280.7,4S - 4 Wire Spiral,EN 853 2SN,,,,,
HANSA-FLEX,HANSA-FLEX,GH-6,450.0,6527.0,13.9,0.547,9.4,0.37,-30 to 120,193.3,4S - 4 Wire Spiral,EN 856 4SP,,,,,
HANSA-FLEX,HANSA-FLEX,GH-8,250.0,3626.0,19.3,0.76,13.3,0.524,-50 to 120,218.9,1 Wire Braid,SAE 100 R13,,,,,
HANSA-FLEX,HANSA-FLEX,GH-8,450.0,6527.0,19.2,0.756,13.3,0.524,-50 to 150,138.4,6S - 6 Wire Spiral,SAE 100 R1,,,,,
HANSA-FLEX,HANSA-FLEX,GH-8,380.0,5511.0,20.4,0.803,12.2,0.48,-50 to 125,286.3,2 Wire Braid,SAE 100 R1,,,,,
HANSA-FLEX,HANSA-FLEX,HP-10,350.0,5076.0,24.1,0.949,14.9,0.587,-50 to 150,193.2,2 Wire Braid,ISO 18752 A/D,,,,,
HANSA-FLEX,HANSA-FLEX,HP-12,350.0,5076.0,25.3,0.996,19.9,0.783,-40°C to 125°C,233.7,4S - 4 Wire Spiral,EN 853 2SN,,,,,
HANSA-FLEX,HANSA-FLEX,HP-16,275.0,3989.0,30.2,1.189,24.1,0.949,-40°C to 100°C,137.5,6S - 6 Wire Spiral,SAE 100 R12,,,,,
HANSA-FLEX,HANSA-FLEX,HP-24,225.0,3263.0,40.1,1.579,36.1,1.421,-40°C to 100°C,166.9,2 Wire Braid,EN 853 2SN,,,,,
HANSA-FLEX,HANSA-FLEX,M2T-16,420.0,6092.0,30.5,1.201,23.1,0.909,-50 to 100,234.7,6S - 6 Wire Spiral,EN 853 1SN,,,,,
HANSA-FLEX,HANSA-FLEX,M2T-16,200.0,2901.0,34.2,1.346,24.3,0.957,-50 to 125,83.8,4S - 4 Wire Spiral,SAE 100 R12,,,,,
HANSA-FLEX,HANSA-FLEX,M2T-20,450.0,6527.0,42.7,1.681,33.8,1.331,-40 to 150,96.5,6S - 6 Wire Spiral,SAE 100 R1,,,,,
HANSA-FLEX,HANSA-FLEX,M2T-24,380.0,5511.0,41.6,1.638,37.3,1.469,-40 to 120,61.9,4S - 4 Wire Spiral,SAE 100 R1,,,,,
HANSA-FLEX,HANSA-FLEX,M2T-32,500.0,7252.0,55.8,2.197,50.9,2.004,-30 to 150,139.0,6S - 6 Wire Spiral,SAE 100 R13,,,,,
HANSA-FLEX,HANSA-FLEX,M2T-4,160.0,2321.0,12.8,0.504,6,0.236,-40 to 120,211.6,2 Wire Braid,EN 853 2SN,,,,,
HANSA-FLEX,HANSA-FLEX,M2T-8,250.0,3626.0,21.3,0.839,13.5,0.531,-30 to 150,163.7,4S - 4 Wire Spiral,SAE 100 R12,,,,,
HANSA-FLEX,HANSA-FLEX,R1-24,380.0,5511.0,40.9,1.61,33.7,1.327,-40°C to 100°C,265.9,2 Wire Braid,EN 856 4SH,,,,,
HANSA-FLEX,HANSA-FLEX,R1-6,350.0,5076.0,13.3,0.524,8.6,0.339,-30 to 125,149.9,2 Wire Braid,EN 853 2SN,,,,,
HANSA-FLEX,HANSA-FLEX,R2-10,215.0,3118.0,19.4,0.764,14.5,0.571,-50 to 120,169.1,2 Wire Braid,EN 853 1SN,,,,,
HANSA-FLEX,HANSA-FLEX,R2-12,275.0,3989.0,25.7,1.012,18.6,0.732,-50 to 150,200.8,6S - 6 Wire Spiral,ISO 18752 A/D,,,,,
HANSA-FLEX,HANSA-FLEX,R2-24,275.0,3989.0,45.5,1.791,37.9,1.492,-30 to 100,113.4,6S - 6 Wire Spiral,EN 853 1SN,,,,,
HANSA-FLEX,HANSA-FLEX,R2-32,180.0,2611.0,52.9,2.083,48.8,1.921,-50 to 100,231.3,4S - 4 Wire Spiral,SAE 100 R15,,,,,
HANSA-FLEX,HANSA-FLEX,R2-4,225.0,3263.0,12.2,0.48,5.8,0.228,-50 to 150,65.0,1 Wire Braid,SAE 100 R2,,,,,
HANSA-FLEX,HANSA-FLEX,R2-6,160.0,2321.0,17.0,0.669,8.8,0.346,-30 to 120,121.0,6S - 6 Wire Spiral,SAE 100 R2,,,,,
HANSA-FLEX,HANSA-FLEX,R2-6,420.0,6092.0,13.4,0.528,8.6,0.339,-30 to 120,220.1,2 Wire Braid,SAE 100 R1,,,,,
HANSA-FLEX,HANSA-FLEX,XT-12,450.0,6527.0,26.6,1.047,20.1,0.791,-50 to 100,75.0,2 Wire Braid,EN 853 1SN,,,,,
HANSA-FLEX,HANSA-FLEX,XT-20,500.0,7252.0,33.7,1.327,29.6,1.165,-40 to 150,255.3,4S - 4 Wire Spiral,SAE 100 R12,,,,,
HANSA-FLEX,HANSA-FLEX,XT-24,420.0,6092.0,44.9,1.768,38.4,1.512,-40 to 150,176.4,2 Wire Braid,SAE 100 R15,,,,,
HANSA-FLEX,HANSA-FLEX,XT-32,275.0,3989.0,60.3,2.374,51.9,2.043,-30 to 150,228.6,4S - 4 Wire Spiral,SAE 100 R12,,,,,
HANSA-FLEX,HANSA-FLEX,XT-6,180.0,2611.0,18.1,0.713,9.3,0.366,-50 to 100,238.2,1 Wire Braid,SAE 100 R1,,,,,
HANSA-FLEX,HANSA-FLEX,XT-6,215.0,3118.0,18.1,0.713,8.6,0.339,-30 to 100,234.2,2 Wire Braid,SAE 100 R12,,,,,
HYDROWORKS,DANFOSS,1SN-10,450.0,6527.0,25.9,1.02,16.7,0.657,-40°C to 125°C,195.0,6S - 6 Wire Spiral,SAE 100 R13,,,,,
HYDROWORKS,DANFOSS,1SN-10,380.0,5511.0,23.5,0.925,15,0.591,-50 to 120,245.6,6S - 6 Wire Spiral,SAE 100 R13,,,,,
HYDROWORKS,DANFOSS,1SN-10,320.0,4641.0,22.2,0.874,15.5,0.61,-40°C to 125°C,110.5,6S - 6 Wire Spiral,EN 853 2SN,,,,,
HYDROWORKS,DANFOSS,1SN-12,250.0,3626.0,27.3,1.075,17.7,0.697,-40 to 150,176.6,1 Wire Braid,SAE 100 R1,,,,,
HYDROWORKS,DANFOSS,1SN-20,160.0,2321.0,41.5,1.634,31.8,1.252,-40 to 150,165.7,6S - 6 Wire Spiral,EN 853 2SN,,,,,
HYDROWORKS,DANFOSS,1SN-20,300.0,4351.0,37.8,1.488,29.6,1.165,-40°C to 100°C,252.5,6S - 6 Wire Spiral,EN 853 1SN,,,,,
HYDROWORKS,DANFOSS,1SN-24,200.0,2901.0,44.5,1.752,36.5,1.437,-30 to 150,299.5,2 Wire Braid,SAE 100 R13,,,,,
HYDROWORKS,DANFOSS,1SN-24,300.0,4351.0,46.3,1.823,39.4,1.551,-50 to 120,203.7,6S - 6 Wire Spiral,SAE 100 R12,,,,,
HYDROWORKS,DANFOSS,1SN-6,225.0,3263.0,13.1,0.516,8.6,0.339,-40°C to 100°C,257.8,4S - 4 Wire Spiral,EN 853 2SN,,,,,
HYDROWORKS,DANFOSS,2SN-10,320.0,4641.0,21.6,0.85,15.2,0.598,-50 to 120,77.3,2 Wire Braid,SAE 100 R15,,,,,
HYDROWORKS,DANFOSS,2SN-12,180.0,2611.0,23.4,0.921,17.1,0.673,-40°C to 100°C,137.6,2 Wire Braid,EN 853 2SN,,,,,
HYDROWORKS,DANFOSS,2SN-32,300.0,4351.0,51.3,2.02,46.7,1.839,-30 to 125,124.8,6S - 6 Wire Spiral,SAE 100 R12,,,,,
HYDROWORKS,DANFOSS,4SH-16,300.0,4351.0,29.9,1.177,23.9,0.941,-30 to 125,83.2,1 Wire Braid,SAE 100 R13,,,,,
HYDROWORKS,DANFOSS,4SH-32,380.0,5511.0,56.3,2.217,46.9,1.846,-40°C to 125°C,63.8,1 Wire Braid,EN 853 2SN,,,,,
HYDROWORKS,DANFOSS,4SH-4,275.0,3989.0,12.1,0.476,6.5,0.256,-30 to 150,99.7,1 Wire Braid,EN 856 4SH,,,,,
HYDROWORKS,DANFOSS,4SH-6,450.0,6527.0,17.9,0.705,8.5,0.335,-50 to 150,60.9,2 Wire Braid,SAE 100 R1,,,,,
HYDROWORKS,DANFOSS,4SP-10,160.0,2321.0,23.9,0.941,16.7,0.657,-40 to 150,186.8,1 Wire Braid,EN 856 4SP,,,,,
HYDROWORKS,DANFOSS,4SP-10,350.0,5076.0,23.1,0.909,16.1,0.634,-30 to 100,279.0,2 Wire Braid,EN 856 4SH,,,,,
HYDROWORKS,DANFOSS,4SP-12,200.0,2901.0,24.5,0.965,18,0.709,-30 to 120,246.6,2 Wire Braid,EN 856 4SP,,,,,
HYDROWORKS,DANFOSS,4SP-12,275.0,3989.0,24.3,0.957,18,0.709,-50 to 120,71.2,2 Wire Braid,SAE 100 R12,,,,,
HYDROWORKS,DANFOSS,4SP-16,320.0,4641.0,30.4,1.197,25.2,0.992,-50 to 150,228.5,1 Wire Braid,EN 853 2SN,,,,,
HYDROWORKS,DANFOSS,4SP-16,320.0,4641.0,30.5,1.201,23,0.906,-30 to 125,162.7,6S - 6 Wire Spiral,SAE 100 R13,,,,,
HYDROWORKS,DANFOSS,4SP-20,160.0,2321.0,39.8,1.567,30.5,1.201,-30 to 150,156.5,1 Wire Braid,SAE 100 R13,,,,,
HYDROWORKS,DANFOSS,4SP-24,200.0,2901.0,44.2,1.74,35.7,1.406,-50 to 120,185.0,4S - 4 Wire Spiral,SAE 100 R12,,,,,
HYDROWORKS,DANFOSS,4SP-32,380.0,5511.0,56.4,2.22,48,1.89,-40 to 150,184.2,1 Wire Braid,SAE 100 R15,,,,,
HYDROWORKS,DANFOSS,4SP-32,300.0,4351.0,59.7,2.35,50.9,2.004,-40 to 120,260.1,1 Wire Braid,SAE 100 R1,,,,,
HYDROWORKS,DANFOSS,4SP-32,215.0,3118.0,60.1,2.366,54.1,2.13,-30 to 150,258.3,4S - 4 Wire Spiral,SAE 100 R13,,,,,
HYDROWORKS,DANFOSS,4SP-6,300.0,4351.0,13.8,0.543,9.2,0.362,-40 to 120,83.4,2 Wire Braid,EN 856 4SP,,,,,
HYDROWORKS,DANFOSS,GH-10,380.0,5511.0,25.7,1.012,16.5,0.65,-40°C to 125°C,215.4,1 Wire Braid,EN 856 4SP,,,,,
HYDROWORKS,DANFOSS,GH-12,215.0,3118.0,26.0,1.024,19.9,0.783,-50 to 150,71.7,6S - 6 Wire Spiral,EN 853 1SN,,,,,
HYDROWORKS,DANFOSS,GH-20,225.0,3263.0,39.4,1.551,29.7,1.169,-50 to 125,215.7,1 Wire Braid,SAE 100 R13,,,,,
HYDROWORKS,DANFOSS,GH-20,350.0,5076.0,35.0,1.378,29.5,1.161,-50 to 100,237.5,2 Wire Braid,ISO 18752 A/D,,,,,
HYDROWORKS,DANFOSS,GH-24,380.0,5511.0,43.4,1.709,38.1,1.5,-40°C to 125°C,60.1,6S - 6 Wire Spiral,SAE 100 R12,,,,,
HYDROWORKS,DANFOSS,GH-24,380.0,5511.0,45.7,1.799,39.4,1.551,-50 to 125,259.6,1 Wire Braid,ISO 18752 A/D,,,,,
HYDROWORKS,DANFOSS,GH-32,160.0,2321.0,59.3,2.335,52.6,2.071,-40 to 120,177.9,1 Wire Braid,ISO 18752 A/D,,,,,
HYDROWORKS,DANFOSS,HP-10,300.0,4351.0,22.1,0.87,14.7,0.579,-50 to 125,136.1,4S - 4 Wire Spiral,SAE 100 R12,,,,,
HYDROWORKS,DANFOSS,HP-12,180.0,2611.0,27.7,1.091,18.8,0.74,-40 to 120,270.4,6S - 6 Wire Spiral,SAE 100 R15,,,,,
HYDROWORKS,DANFOSS,HP-20,300.0,4351.0,37.1,1.461,29.2,1.15,-30 to 100,90.3,2 Wire Braid,EN 856 4SP,,,,,
HYDROWORKS,DANFOSS,HP-24,420.0,6092.0,43.8,1.724,38,1.496,-50 to 125,131.4,1 Wire Braid,SAE 100 R1,,,,,
HYDROWORKS,DANFOSS,HP-32,250.0,3626.0,58.4,2.299,49.6,1.953,-40 to 150,207.6,4S - 4 Wire Spiral,EN 853 2SN,,,,,
HYDROWORKS,DANFOSS,M2T-10,200.0,2901.0,21.1,0.831,14.8,0.583,-30 to 150,150.8,2 Wire Braid,SAE 100 R13,,,,,
HYDROWORKS,DANFOSS,M2T-16,200.0,2901.0,29.2,1.15,22.4,0.882,-50 to 125,122.0,2 Wire Braid,EN 856 4SH,,,,,
HYDROWORKS,DANFOSS,M2T-20,450.0,6527.0,37.7,1.484,30.3,1.193,-50 to 125,183.2,4S - 4 Wire Spiral,SAE 100 R1,,,,,
HYDROWORKS,DANFOSS,M2T-32,380.0,5511.0,57.2,2.252,51.2,2.016,-40 to 120,64.1,6S - 6 Wire Spiral,EN 856 4SP,,,,,
HYDROWORKS,DANFOSS,M2T-32,215.0,3118.0,54.1,2.13,45.4,1.787,-40°C to 125°C,269.2,6S - 6 Wire Spiral,EN 856 4SH,,,,,
HYDROWORKS,DANFOSS,M2T-6,450.0,6527.0,16.3,0.642,10,0.394,-30 to 150,279.0,4S - 4 Wire Spiral,SAE 100 R12,,,,,
HYDROWORKS,DANFOSS,M2T-8,250.0,3626.0,21.1,0.831,11.8,0.465,-40°C to 100°C,146.7,1 Wire Braid,SAE 100 R1,,,,,
HYDROWORKS,DANFOSS,R1-32,450.0,6527.0,54.3,2.138,47.9,1.886,-40°C to 125°C,89.0,4S - 4 Wire Spiral,EN 856 4SH,,,,,
HYDROWORKS,DANFOSS,R1-6,250.0,3626.0,16.7,0.657,8.9,0.35,-30 to 150,250.1,1 Wire Braid,EN 853 1SN,,,,,
HYDROWORKS,DANFOSS,R1-8,160.0,2321.0,15.7,0.618,11.4,0.449,-40 to 120,234.5,4S - 4 Wire Spiral,SAE 100 R12,,,,,
HYDROWORKS,DANFOSS,R1-8,380.0,5511.0,17.5,0.689,12,0.472,-40 to 120,218.8,1 Wire Braid,EN 853 2SN,,,,,
HYDROWORKS,DANFOSS,R2-12,450.0,6527.0,25.2,0.992,18.3,0.72,-40 to 120,174.5,4S - 4 Wire Spiral,EN 856 4SP,,,,,
HYDROWORKS,DANFOSS,R2-20,215.0,3118.0,42.0,1.654,33.3,1.311,-40°C to 125°C,154.9,2 Wire Braid,EN 856 4SH,,,,,
HYDROWORKS,DANFOSS,R2-4,275.0,3989.0,13.1,0.516,6.3,0.248,-50 to 125,124.1,4S - 4 Wire Spiral,EN 856 4SH,,,,,
HYDROWORKS,DANFOSS,XT-20,320.0,4641.0,41.2,1.622,33.8,1.331,-50 to 150,161.6,2 Wire Braid,SAE 100 R15,,,,,
HYDROWORKS,DANFOSS,XT-20,180.0,2611.0,41.2,1.622,32.6,1.283,-30 to 125,210.7,6S - 6 Wire Spiral,SAE 100 R1,,,,,
HYDROWORKS,DANFOSS,XT-20,500.0,7252.0,40.6,1.598,31.7,1.248,-40 to 120,165.7,4S - 4 Wire Spiral,SAE 100 R1,,,,,
HYDROWORKS,DANFOSS,XT-24,275.0,3989.0,47.2,1.858,40,1.575,-40°C to 125°C,268.2,1 Wire Braid,SAE 100 R13,,,,,
HYDROWORKS,DANFOSS,XT-32,215.0,3118.0,62.0,2.441,53.6,2.11,-40 to 150,126.8,6S - 6 Wire Spiral,SAE 100 R13,,,,,
HYDROWORKS,DANFOSS,XT-32,225.0,3263.0,57.8,2.276,52.2,2.055,-50 to 150,70.9,2 Wire Braid,ISO 18752 A/D,,,,,
HYDROWORKS,DANFOSS,XT-8,450.0,6527.0,20.7,0.815,12.7,0.5,-40°C to 125°C,292.6,4S - 4 Wire Spiral,SAE 100 R2,,,,,
INTERPUMP,INTERPUMP GROUP,1SN-10,250.0,3626.0,21.8,0.858,15,0.591,-40°C to 125°C,131.0,1 Wire Braid,EN 853 1SN,,,,,
INTERPUMP,INTERPUMP GROUP,1SN-12,275.0,3989.0,26.8,1.055,17.1,0.673,-40 to 120,243.5,1 Wire Braid,ISO 18752 A/D,,,,,
INTERPUMP,INTERPUMP GROUP,1SN-20,500.0,7252.0,39.2,1.543,30.2,1.189,-50 to 150,152.7,4S - 4 Wire Spiral,SAE 100 R12,,,,,
INTERPUMP,INTERPUMP GROUP,1SN-20,450.0,6527.0,39.4,1.551,32.1,1.264,-30 to 150,132.3,1 Wire Braid,EN 853 2SN,,,,,
INTERPUMP,INTERPUMP GROUP,1SN-32,380.0,5511.0,61.8,2.433,53.8,2.118,-30 to 120,290.2,1 Wire Braid,SAE 100 R15,,,,,
INTERPUMP,INTERPUMP GROUP,1SN-8,450.0,6527.0,16.7,0.657,12.4,0.488,-40 to 150,125.3,1 Wire Braid,EN 856 4SH,,,,,
INTERPUMP,INTERPUMP GROUP,1SN-8,350.0,5076.0,22.1,0.87,13.1,0.516,-30 to 150,136.2,1 Wire Braid,EN 856 4SH,,,,,
INTERPUMP,INTERPUMP GROUP,1SN-8,420.0,6092.0,18.7,0.736,11.3,0.445,-40 to 120,294.0,6S - 6 Wire Spiral,EN 856 4SP,,,,,
INTERPUMP,INTERPUMP GROUP,2SN-10,500.0,7252.0,21.6,0.85,14.6,0.575,-30 to 120,147.9,4S - 4 Wire Spiral,EN 853 2SN,,,,,
INTERPUMP,INTERPUMP GROUP,2SN-12,450.0,6527.0,26.3,1.035,20.2,0.795,-40 to 120,145.7,2 Wire Braid,EN 856 4SH,,,,,
INTERPUMP,INTERPUMP GROUP,2SN-16,215.0,3118.0,32.0,1.26,25.2,0.992,-30 to 120,132.7,1 Wire Braid,SAE 100 R12,,,,,
INTERPUMP,INTERPUMP GROUP,4SH-10,450.0,6527.0,19.7,0.776,14.1,0.555,-50 to 125,215.9,1 Wire Braid,EN 853 1SN,,,,,
INTERPUMP,INTERPUMP GROUP,4SH-24,275.0,3989.0,44.2,1.74,38,1.496,-30 to 125,251.1,1 Wire Braid,SAE 100 R2,,,,,
INTERPUMP,INTERPUMP GROUP,4SH-24,275.0,3989.0,47.7,1.878,38.7,1.524,-40 to 150,144.6,4S - 4 Wire Spiral,SAE 100 R1,,,,,
INTERPUMP,INTERPUMP GROUP,4SH-24,500.0,7252.0,39.2,1.543,34.5,1.358,-30 to 125,211.7,1 Wire Braid,ISO 18752 A/D,,,,,
INTERPUMP,INTERPUMP GROUP,4SH-24,200.0,2901.0,42.7,1.681,34.5,1.358,-30 to 150,210.4,1 Wire Braid,SAE 100 R12,,,,,
INTERPUMP,INTERPUMP GROUP,4SH-24,180.0,2611.0,43.0,1.693,36.3,1.429,-30 to 150,110.6,4S - 4 Wire Spiral,SAE 100 R13,,,,,
INTERPUMP,INTERPUMP GROUP,4SH-4,500.0,7252.0,10.0,0.394,5.8,0.228,-30 to 100,273.1,6S - 6 Wire Spiral,SAE 100 R2,,,,,
INTERPUMP,INTERPUMP GROUP,4SH-6,160.0,2321.0,19.2,0.756,9.9,0.39,-50 to 125,143.2,6S - 6 Wire Spiral,SAE 100 R1,,,,,
INTERPUMP,INTERPUMP GROUP,4SH-6,180.0,2611.0,18.2,0.717,10,0.394,-40°C to 125°C,174.9,4S - 4 Wire Spiral,SAE 100 R2,,,,,
INTERPUMP,INTERPUMP GROUP,4SP-12,180.0,2611.0,25.1,0.988,20.4,0.803,-40°C to 100°C,135.3,1 Wire Braid,EN 856 4SP,,,,,
INTERPUMP,INTERPUMP GROUP,4SP-20,500.0,7252.0,37.6,1.48,33.5,1.319,-50 to 120,268.2,1 Wire Braid,SAE 100 R12,,,,,
INTERPUMP,INTERPUMP GROUP,4SP-24,300.0,4351.0,39.1,1.539,34.3,1.35,-40°C to 100°C,103.8,2 Wire Braid,ISO 18752 A/D,,,,,
INTERPUMP,INTERPUMP GROUP,4SP-4,250.0,3626.0,13.0,0.512,6.7,0.264,-40 to 120,290.2,4S - 4 Wire Spiral,SAE 100 R1,,,,,
INTERPUMP,INTERPUMP GROUP,GH-16,160.0,2321.0,30.5,1.201,24,0.945,-40 to 120,75.6,6S - 6 Wire Spiral,ISO 18752 A/D,,,,,
INTERPUMP,INTERPUMP GROUP,GH-16,380.0,5511.0,30.3,1.193,25.5,1.004,-50 to 100,118.1,4S - 4 Wire Spiral,EN 856 4SP,,,,,
INTERPUMP,INTERPUMP GROUP,GH-4,275.0,3989.0,13.0,0.512,5.9,0.232,-40 to 150,161.3,6S - 6 Wire Spiral,EN 853 1SN,,,,,
INTERPUMP,INTERPUMP GROUP,GH-8,350.0,5076.0,19.1,0.752,11.4,0.449,-40 to 120,179.5,6S - 6 Wire Spiral,ISO 18752 A/D,,,,,
INTERPUMP,INTERPUMP GROUP,HP-10,200.0,2901.0,24.5,0.965,15.1,0.594,-40°C to 125°C,101.6,4S - 4 Wire Spiral,ISO 18752 A/D,,,,,
INTERPUMP,INTERPUMP GROUP,HP-10,180.0,2611.0,21.7,0.854,15.2,0.598,-40 to 150,267.4,4S - 4 Wire Spiral,SAE 100 R1,,,,,
INTERPUMP,INTERPUMP GROUP,HP-20,450.0,6527.0,43.3,1.705,33.5,1.319,-30 to 100,223.7,1 Wire Braid,EN 856 4SP,,,,,
INTERPUMP,INTERPUMP GROUP,HP-4,225.0,3263.0,12.2,0.48,6.2,0.244,-50 to 125,259.2,6S - 6 Wire Spiral,EN 853 1SN,,,,,
INTERPUMP,INTERPUMP GROUP,HP-8,500.0,7252.0,21.5,0.846,12.4,0.488,-30 to 100,206.8,1 Wire Braid,ISO 18752 A/D,,,,,
INTERPUMP,INTERPUMP GROUP,M2T-20,420.0,6092.0,37.3,1.469,31.6,1.244,-40 to 120,211.0,6S - 6 Wire Spiral,SAE 100 R2,,,,,
INTERPUMP,INTERPUMP GROUP,M2T-20,250.0,3626.0,37.0,1.457,29.8,1.173,-50 to 100,103.1,6S - 6 Wire Spiral,SAE 100 R1,,,,,
INTERPUMP,INTERPUMP GROUP,M2T-24,350.0,5076.0,43.3,1.705,35.7,1.406,-30 to 100,237.0,2 Wire Braid,SAE 100 R13,,,,,
